price_usd,price_rub_log,distance_kms,trip_time_minutes,total_time_minutes,speed_kmh,trip_type_uberblack,trip_type_uberx,surge_multiplier,trip_type_uberelka,price_per_km,trip_start_time_year,temperature_time_year,weather_partly_cloudy_night,trip_start_time_hour,temperature_time_hour,feels_like,cloudness,temp_hour_interaction,temperature_value,rub_usd_exchange_rate,temperature_time_month,trip_start_time_month,dropoff_long,pickup_long,vehicle_make,vehicle_model,weather_desc,ride_hailing_app_Uber,trip_type_Comfort,trip_type_EconomyFix,trip_type_uberBEAUTY,trip_type_uberBLACK,trip_type_uberELKA,trip_type_uberSELECT,trip_type_uberX,city_Moscow,city_Saint Petersburg,weather_main_clear-night,weather_main_cloudy,weather_main_fog,weather_main_partly-cloudy-day,weather_main_partly-cloudy-night,weather_main_rain,weather_main_snow,weather_main_wind,precipitation_rain,precipitation_snow,trip_start_time_timeofday_evening,trip_start_time_timeofday_morning,trip_start_time_timeofday_night,temperature_time_timeofday_evening,temperature_time_timeofday_morning,temperature_time_timeofday_night
9.73,6.261491684321042,5.46,18.4,33.0,9.927272727272726,0,0,1.0,0,81.56596794081382,2015,2015,0,11,11,14.0,0.75,154.0,14.0,55.17,6,6,30.28419938,30.3556106,Mercedes-Benz,other,Mostly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
6.03,5.783825182329737,2.72,7.5,21.0,7.771428571428572,0,0,1.0,0,81.56596794081382,2015,2015,0,20,20,11.0,0.58,220.0,11.0,55.17,6,6,30.3379599,30.32664014,other,other,Partly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.74,4.997212273764115,3.6,10.333333333333334,22.0,9.818181818181818,0,1,1.0,0,40.833333333333336,2015,2015,0,7,7,6.0,0.61,40.0,8.0,55.17,6,6,30.33816057,30.28549404,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
12.97,6.55250788703459,19.07,31.15,38.0,30.110526315789475,0,1,1.0,0,52.43838489774515,2015,2015,0,7,7,11.0,0.0,77.0,11.0,55.17,6,6,30.2743139,30.3380893,Ford,Focus,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
5.11,5.616771097666572,3.78,28.283333333333335,30.0,7.56,0,1,1.0,0,72.4867724867725,2015,2015,0,11,11,15.0,0.47,165.0,15.0,55.17,6,6,30.34182538,30.33549931,Kia,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
5.44,5.680172609017068,4.78,29.833333333333332,45.0,6.852631578947369,0,1,1.0,0,61.087866108786606,2015,2015,0,12,12,15.0,0.47,180.0,15.0,55.17,6,6,30.337645,30.3418583,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.81,5.0238805208462765,2.78,11.65,27.0,6.852631578947369,0,1,1.0,0,54.31654676258993,2015,2015,0,13,13,15.0,0.31,195.0,15.0,55.17,6,6,30.33699051,30.35667753,other,other,Breezy and Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.97,6.55250788703459,19.14,46.43333333333333,57.0,20.147368421052633,0,0,1.0,0,81.56596794081382,2015,2015,0,15,15,15.0,0.46,225.0,15.0,55.17,6,6,30.2742717,30.33790811,Mercedes-Benz,other,Partly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12.97,6.55250788703459,23.26,31.333333333333332,46.0,30.339130434782607,0,0,1.0,0,77.38607050730867,2015,2015,0,13,13,22.0,0.31,286.0,22.0,55.72,6,6,30.2742717,30.356505,Mercedes-Benz,other,Partly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
10.46,6.386879319362645,15.63,46.43333333333333,57.0,12.17922077922078,0,1,1.0,0,37.93985924504158,2015,2015,0,18,18,14.0,0.79,252.0,14.0,56.7,7,7,30.409926,30.3482794,Chevrolet,Cruze,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
10.84,6.436150368369428,33.97,37.68333333333333,45.0,42.4875,0,1,1.0,0,18.878504672897197,2015,2015,1,7,7,14.0,0.62,0.0,14.0,57.47,7,7,30.319145,30.40966,Ford,Focus,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
9.1,6.257667587882639,24.91,42.43333333333333,55.0,27.174545454545456,0,1,1.0,0,20.915295062224008,2015,2015,1,7,7,16.0,0.83,0.0,16.0,57.23,7,7,30.31906726,30.40919418,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1.72,4.6848128136402885,1.79,5.7,12.0,10.875,0,1,1.0,0,66.89655172413794,2015,2015,0,15,15,17.0,0.47,255.0,17.0,67.5,9,9,30.4078023,30.3888993,Hyundai,Solaris,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3.54,5.484796933490655,8.01,23.666666666666668,57.0,6.852631578947369,0,1,1.0,0,29.962546816479403,2015,2015,0,13,13,16.0,0.75,208.0,16.0,67.73,9,9,37.635031,37.6350862,Hyundai,Solaris,Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2.35,5.075173815233827,4.76,13.483333333333333,33.0,8.654545454545454,0,1,1.0,0,33.403361344537814,2015,2015,0,14,14,17.0,0.75,238.0,17.0,67.73,9,9,37.635031,37.6350862,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.91,5.993961427306569,23.44,30.416666666666668,42.0,33.48571428571429,0,1,1.0,0,18.878504672897197,2015,2015,0,15,15,18.0,0.0,270.0,18.0,67.65,9,9,37.635031,37.6350862,Kia,other,Clear,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5.91,5.993961427306569,16.38,24.583333333333332,25.0,39.312,0,1,1.0,0,24.420024420024422,2015,2015,0,16,16,17.0,0.75,272.0,17.0,67.65,9,9,37.635031,37.6350862,Volkswagen,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2.11,4.969813299576001,4.12,11.45,19.0,13.010526315789475,0,1,1.0,0,34.70873786407767,2015,2015,0,10,10,12.0,0.75,120.0,12.0,67.75,9,9,37.635031,37.6350862,Hyundai,Solaris,Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
2.18,5.003946305945459,4.12,12.383333333333333,28.0,8.82857142857143,0,1,1.0,0,35.922330097087375,2015,2015,0,11,11,14.0,0.75,154.0,14.0,67.75,9,9,37.635031,37.6350862,Nissan,Almera,Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
2.55,5.159055299214529,5.63,14.883333333333333,24.0,14.075,0,1,1.0,0,30.728241563055064,2015,2015,0,21,21,7.0,0.0,210.0,10.0,67.75,9,9,37.635031,37.6350862,Renault,other,Clear,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2.66,5.198497031265826,6.12,15.616666666666667,31.0,11.84516129032258,0,1,1.0,0,29.41176470588235,2015,2015,0,12,12,11.0,0.0,132.0,11.0,67.75,9,9,37.635031,37.6350862,other,other,Clear,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2.63,5.187385805840755,5.65,15.683333333333334,22.0,15.409090909090912,0,1,1.0,0,31.50442477876106,2015,2015,0,17,17,11.0,0.75,187.0,11.0,67.75,9,9,37.635031,37.6350862,Volkswagen,other,Breezy and Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
2.46,5.123963979403259,5.73,13.866666666666667,18.0,19.1,0,1,1.0,0,29.14485165794066,2015,2015,0,21,21,7.0,0.84,220.0,10.0,67.75,9,9,37.635031,37.6350862,other,other,Breezy and Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
3.55,5.488937726156687,8.56,18.766666666666666,26.0,19.753846153846155,0,1,1.0,0,28.154205607476634,2015,2015,0,10,10,18.0,0.0,180.0,18.0,67.75,9,9,30.2990589,30.40921086,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
3.83,5.564520407322694,10.06,20.016666666666666,28.0,21.557142857142857,0,1,1.0,0,25.84493041749503,2015,2015,0,10,10,19.0,0.0,190.0,19.0,67.75,9,9,30.4092183,30.2998336,Hyundai,Solaris,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
5.9,5.993961427306569,8.03,13.0,35.0,13.765714285714283,0,1,1.0,0,49.81320049813201,2015,2015,0,13,13,12.0,0.75,156.0,12.0,67.75,9,9,37.635031,37.6350862,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.9,5.993961427306569,17.77,29.616666666666667,57.0,6.852631578947369,0,1,1.0,0,22.509848058525606,2015,2015,0,15,15,14.0,0.0,210.0,14.0,67.75,9,9,37.635031,37.6350862,Renault,other,Clear,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12.97,6.55250788703459,33.97,32.65,39.0,42.4875,0,1,1.0,0,23.3590282644242,2015,2015,0,17,17,16.0,0.76,272.0,16.0,67.75,9,9,30.4092106,30.2808294,Nissan,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3.59,5.497168225293202,11.65,16.016666666666666,27.0,25.88888888888889,0,1,1.0,0,20.858369098712444,2015,2015,0,14,14,19.0,0.69,266.0,19.0,67.75,9,9,30.4410833,30.3959366,Renault,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.99,4.875197323201151,3.72,7.75,19.0,11.747368421052633,0,1,1.0,0,34.946236559139784,2015,2015,0,19,19,15.0,1.0,285.0,15.0,65.31,9,9,30.36792621,30.40937682,Hyundai,Solaris,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2.56,5.123963979403259,5.33,11.45,14.0,22.84285714285714,0,1,1.0,0,31.332082551594745,2015,2015,1,21,21,14.0,0.88,308.0,14.0,65.31,9,9,30.40927137,30.36669181,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
5.7,5.924255797414532,2.3,10.783333333333333,18.0,7.666666666666666,0,0,1.0,0,81.56596794081382,2015,2015,0,12,12,17.0,0.83,204.0,17.0,65.45,9,9,30.3929457,30.4091959,other,other,Mostly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.19,5.831882477283517,12.47,29.083333333333332,45.0,16.62666666666667,0,1,1.0,0,27.265437048917402,2015,2015,0,16,16,17.0,0.31,272.0,17.0,65.45,9,9,30.2742717,30.4093666,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.72,5.187385805840755,3.67,17.7,26.0,8.46923076923077,0,1,1.0,0,48.50136239782017,2015,2015,0,21,21,8.0,0.0,189.0,9.0,65.45,9,9,37.635031,37.6350862,other,other,Clear,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
6.26,6.018593214496234,15.32,36.166666666666664,43.0,21.376744186046512,0,1,1.0,0,26.762402088772845,2015,2015,1,20,20,16.0,0.51,320.0,16.0,65.45,9,9,30.4092644,30.2836821,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1.72,4.6848128136402885,1.79,5.7,12.0,9.48,0,1,1.0,0,63.291139240506325,2015,2015,0,15,15,17.0,0.91,255.0,17.0,67.7,9,9,30.409705,30.3968366,Kia,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.72,4.6848128136402885,1.79,5.7,12.0,6.852631578947369,0,1,1.0,0,81.56596794081382,2015,2015,0,17,17,17.0,0.78,289.0,17.0,67.7,9,9,30.4109849,30.4093783,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4.66,5.733341276897746,2.09,6.85,15.0,8.36,0,0,1.0,0,81.56596794081382,2015,2015,0,11,11,14.0,0.36,154.0,14.0,66.02,9,9,30.3878066,30.4094183,Mercedes-Benz,other,Partly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.72,4.6848128136402885,2.09,6.166666666666667,13.0,9.646153846153846,0,1,1.0,0,51.19617224880383,2015,2015,0,12,12,14.0,0.75,168.0,14.0,66.02,9,9,30.4092983,30.3877466,Chevrolet,Cruze,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
